Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,Institution_Web_Address,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
113351,Kaskaskia College,27210 College Rd,Centralia,IL,"62801",www.kaskaskia.edu,
128276,Katharine Gibbs School,180 Centennial Ave.,Piscataway,NJ,"08854",www.gibbseducation.com,
112011,Kauai Community College,3-1901 Kaumualii Hwy,Lihue,HI,"96766-9591",www.kauai.hawaii.edu,
112011,Kauai Community College,3-1901 Kaumualii Hwy,Lihue,HI,"96766-9591",www.kauai.hawaii.edu,
117034,Kaw Area Technical School,5724 Huntoon Street,Topeka,KS,"66604",www.kats.tec.ks.us,
117034,Kaw Area Technical School,5724 Huntoon Street,Topeka,KS,"66604",www.kats.tec.ks.us,
121220,Kay Harvey Academy of Hair Design,11 Central St,West Springfield,MA,"01089",labaronacademy.com,
219046,KC's School of Hair Design,7 Lafayette Street,Pontotoc,MS,"38863",,
145284,KD College Conservatory of Film and Dramatic Arts,"2600 Stemmons Freeway, Suite 117",Dallas,TX,"75207",www.kdstudio.com,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
128294,Kean University,1000 Morris Ave,Union,NJ,"07083-0411",www.kean.edu,
168698,Keck Graduate Institute,535 Watson Dr,Claremont,CA,"91711",www.kgi.edu,
127495,Keene Beauty Academy,800 Park Ave,Keene,NH,"03431",WWW.KEENEBEAUTYACADEMY.COM,
127592,Keene State College,229 Main Street,Keene,NH,"03435-1506",www.keene.edu,
127592,Keene State College,229 Main Street,Keene,NH,"03435-1506",www.keene.edu,
127592,Keene State College,229 Main Street,Keene,NH,"03435-1506",www.keene.edu,
127592,Keene State College,229 Main Street,Keene,NH,"03435-1506",www.keene.edu,
127592,Keene State College,229 Main Street,Keene,NH,"03435-1506",www.keene.edu,
127592,Keene State College,229 Main Street,Keene,NH,"03435-1506",www.keene.edu,
130776,Kehilath Yakov Rabbinical Seminary,638 Bedford Avenue,Brooklyn,NY,"11211",,
167464,Keiser Career College - Pembroke Pines,12520 Pines Blvd.,Pembroke Pines,FL,"33027",www.keisercareer.com,
177065,Keiser Career College - Port St. Lucie,9468 South U.S. 1,Port St. Lucie,FL,"34652",,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
122685,Kellogg Community College,450 North Ave,Battle Creek,MI,"49017-3397",www.kellogg.edu,
113360,Kendall College,900 N. North Branch St.,Chicago,IL,"60622",www.kendall.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
177728,Kennedy King College UIC College of Dentistry  MC 621,801 S. Paulina,Chicago,IL,"60612",,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
111434,Kennesaw State University,1000 Chastain Rd    Mail Box  0110,Kennesaw,GA,"30144-5591",www.kennesaw.edu,
179061,Kenneth Shuler School of Cosmetology,1515 John B. White Sr. Boulevard,Spartanburg,SC,"29301",,
182449,Kenneth Shuler School of Cosmetology,7474 Garners Ferry Road,Columbia,SC,"29209",,
230311,Kenneth Shuler School of Cosmetology,2383 Cherry Road,Rock Hill,SC,"29732",,
230311,Kenneth Shuler School of Cosmetology,2383 Cherry Road,Rock Hill,SC,"29732",,
142382,Kenneth Shuler School of Cosmetology and Hair Design,1113 Knox Avenue,North Augusta,SC,"29841",www.kennethshuler.com,
142382,Kenneth Shuler School of Cosmetology and Hair Design,1113 Knox Avenue,North Augusta,SC,"29841",www.kennethshuler.com,
142407,Kenneth Shuler School of Cosmetology and Nail Design,449 Saint Andrews Rd,Columbia,SC,"29210",www.kennershuler.com,
125499,Kennett Career and Technology Center,1400 W Washington,Kennett,MO,"63857",www.kennett.k12.mo.us,
125505,Kenrick-Glennon Seminary,5200 Glennon Dr.,St. Louis,MO,"63119",kenrick.edu,
125505,Kenrick-Glennon Seminary,5200 Glennon Dr.,St. Louis,MO,"63119",kenrick.edu,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
